,name,review,bookmark,smile,sad,address,district,cuisine,dish
190,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
191,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
192,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
193,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
194,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
195,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
196,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
197,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
198,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
199,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
200,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
201,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
202,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
203,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
204,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
205,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
206,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
207,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
208,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
209,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
210,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
211,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
212,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
213,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
214,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
215,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
216,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
217,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
218,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
219,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
220,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
221,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
222,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
223,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
224,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
225,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
226,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
227,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
228,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
229,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
230,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
231,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
232,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
233,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
234,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
235,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
236,The Cheesecake Factory 芝樂坊餐廳,761,42457,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
237,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
238,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
239,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
240,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
241,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
242,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
243,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
244,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
245,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
246,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
247,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
248,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
249,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
250,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
251,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
252,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
253,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
254,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
255,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
256,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
257,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
258,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
259,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
260,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
261,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
262,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
263,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
264,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
265,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
266,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
267,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
268,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
269,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
270,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
271,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
272,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
273,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
274,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
275,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
276,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
277,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
278,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
279,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
280,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
281,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
282,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
283,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
284,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
285,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
286,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
287,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
288,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
289,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
290,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
291,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
292,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
293,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
294,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
295,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
296,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
297,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
298,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
299,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
300,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
301,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
302,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
303,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
304,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
305,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
306,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
307,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
308,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
309,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
310,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
311,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
312,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
313,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
314,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
315,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
316,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
317,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
318,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
319,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
320,Sing Heung Yuen 勝香園,1379,46288,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
321,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
322,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
323,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
324,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
325,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
326,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
327,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
328,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
329,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
330,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
331,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
332,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
333,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
334,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
335,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
336,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
337,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
338,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
339,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
340,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
341,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
342,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
343,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
344,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
345,Deluxe Daikiya Japanese Restaurant 極尚大喜屋日本料理,597,60355,445,23,"Shop 102, 1/F, Albion Plaza, 2-6 Granville Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
346,The Place,520,58751,260,76,"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",Mong Kok,International,Seafood
347,LAB EAT Restaurant & Bar,620,57442,475,31,"Shop 1-2, G/F, Kiu Fung Mansion, 83-89 Kimberlay Road,",Tsim Sha Tsui,Western,Seafood
348,Market Hotpot 鮮入圍煮,320,49070,224,24,"2/F, Dundas Square, 43H Dundas Street,",Mong Kok,Guangdong,Hot Pot
349,Sky726,594,46832,442,41,"25/F, 724-726 Nathan Road,",Mong Kok,French,Dessert
350,Sing Heung Yuen 勝香園,1379,46289,974,79,"G/F, 2 Mei Lun Street,",Central,Hong Kong Style,Tea Restaurant
351,Espuma,1019,44759,654,81,"2/F, H8, 8 Hau Fook Street,",Tsim Sha Tsui,Spanish,Dessert
352,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,568,44261,404,24,"1/F, 26 Kimberley Road,",Tsim Sha Tsui,Japanese,Sushi/Sashimi
353,The Greenery 雅苑座,810,43062,528,80,"3/F, The Royal Garden, 69 Mody Road,",Tsim Sha Tsui,Western,Buffet
354,Australia Dairy Company 澳洲牛奶公司,2705,42846,1630,276,"G/F, 47-49 Parkes Street,",Jordan,Hong Kong Style,Dessert
355,Burgeroom,1116,42500,897,61,"Shop D, G/F, Food Street, 50-56 Paterson Street, Fashion Walk,",Causeway Bay,American,Hamburger
356,The Cheesecake Factory 芝樂坊餐廳,761,42458,459,47,"Shop G102, G/F, Gateway Arcade, Harbour City, 25 Canton Road,",Tsim Sha Tsui,American,Hamburger
357,La Scala 花月庭,560,40870,302,75,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",Mong Kok,International,Buffet
358,Goobne Chicken,610,37812,462,17,"2/F, The HART, 4 Hart Avenue,",Tsim Sha Tsui,Korean,Korean Fried Chicken
359,Promenade Restaurant Promenade 西餐廳,430,37784,251,57,"7/F, Harbour Plaza Metropolis, 7 Metropolis Drive,",Hung Hom,International,Buffet
