, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n
146, ,01/02/2019,Cheung Sha Wan,"No. 750, Kwong Tai Factory Building, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",4,22,179,3100.0,@$17,Market,"(833621, 822183)"
147, ,01/02/2019,Kwun Tong,"No. 0015-0017, Sing Win Factory Building, Shing Yip Street, Kwun Tong, Kowloon",12,5,617,12500.0,@$20,Market,"(841414, 819047)"
148, ,01/02/2019,Kwun Tong,"No. 0052-0054, Hewlett Centre, Hoi Yuen Road, Kwun Tong, Kowloon",3,10,2626,38000.0,@$14,Market,"(841133, 818957)"
149, ,01/02/2019,Tsuen Wan,"No. 9, Sunley Centre, Wing Yin Street, Tsuen Wan, New Territories",18,1,1060,10600.0,@$10,Market,"(830012, 824723)"
150, ,01/02/2019,Fo Tan,"No. 0033-0035, Century Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",11,L,841,12000.0,@$14,Market,"(838156, 828671)"
151, ,01/02/2019,Kwun Tong,"No. 0001, 1 Hung To Road, Hung To Road, Kwun Tong, Kowloon",7,3,1226,23294.0,@$19,Market,"(840561, 819515)"
152, ,01/02/2019,Kwun Tong,"No. 0006, Fully Industrial Building, Tsun Yip Lane, Kwun Tong, Kowloon",2,C01,198,4158.0,@$21,Market,"(841122, 819270)"
153, ,01/02/2019,Yuen Long,"No. 0001-0005, Hung Wai Industrial Building, Hi Yip Street., Yuen Long, New Territories",13,"B,C",3592,46696.0,@$13,Market,"(820957, 834473)"
154, ,01/02/2019,Kwun Tong,"No. 0027, Sunbeam Centre, Shing Yip Street, Kwun Tong, Kowloon",8,01(A06),161,4508.0,@$28,Market,"(841486, 818983)"
155, ,01/02/2019,Kwun Tong,"No. 0056, Genplas Factory Building, Hoi Yuen Road, Kwun Tong, Kowloon",4,(12),179,3938.0,@$22,Market,"(841157, 818993)"
156, ,01/02/2019,Tsim Sha Tsui,"Unit  on 3/F, No.0017 Cameron Road, Tsim Sha Tsui, Kowloon",-,-,1600,46000.0,@$29,Market,"(835902.6875, 817772.53125)"
157, ,01/02/2019,Central,"No. 0050, Winway Building, Wellington Street, Central, Hong Kong",12,1,880,40480.0,@$46,Market,"(834056, 815862)"
158, ,01/02/2019,Causeway Bay,"No. 0111, Lee Garden Six, Leighton Road, Causeway Bay, Hong Kong",11,WF,2897,144850.0,@$50,Market,"(836968.63431, 815551.245820001)"
159, ,01/02/2019,Tuen Mun,"No. 5, Kwong Kin Trade Centre, Kin Fat Street, Tuen Mun, New Territories",29,1,1575,16500.0,@$10,Market,"(814747, 828642)"
160, ,26/09/2019,Aberdeen,"No. 0012, Goodview Centre, Wu Pak Street, Aberdeen, Hong Kong",19,2,593,15000.0,@$25,Market,"(834029, 812147)"
161, ,26/09/2019,Kwun Tong,"No. 0065-0067, King Win Factory Building, King Yip Street, Kwun Tong, Kowloon",12,Q,662,12000.0,@$18,Market,"(841390, 818921)"
162, ,26/09/2019,Cheung Sha Wan,"No. 93, Dragon Industrial Building, King Lam Street, Cheung Sha Wan, Kowloon",3,B01,2200,30000.0,@$14,Market,"(833246, 822289)"
163, ,26/09/2019,Kwun Tong,"No. 0116/0118, Manning Industrial Building, How Ming Street, Kwun Tong, Kowloon",10,A08,296,8500.0,@$29,Market,"(841160, 819123)"
164, ,26/09/2019,Tsim Sha Tsui East,"No. 0062, Wing On Plaza, Mody Road, Tsim Sha Tsui East, Kowloon",12,12,1275,51000.0,@$40,Land Registry,"(836222, 817521)"
165, ,26/09/2019,Tsim Sha Tsui East,"No. 0067, Peninsula Centre, Mody Road, Tsim Sha Tsui East, Kowloon",5,21C,279,16500.0,@$59,Market,"(836305, 817788)"
166, ,26/09/2019,Causeway Bay,"No. 0001-0003, Cubus, Unknown, Causeway Bay, Hong Kong",23-25,WF,5367,322020.0,@$60,Market,"(836779.2, 815429.2)"
167, ,26/09/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",59,5,2268,222264.0,@$98,Market,"(833980.7, 816199)"
168, ,26/09/2019,Kwun Tong,"No. 0009, 9 Chong Yip Street, Chong Yip Street, Kwun Tong, Kowloon",11,1,1895,43585.0,@$23,Market,"(841648.6776, 819206.9961)"
169, ,26/09/2019,Kwun Tong,"No. 0009, 9 Chong Yip Street, Chong Yip Street, Kwun Tong, Kowloon",21,WF,6580,151340.0,@$23,Market,"(841648.6776, 819206.9961)"
170, ,26/09/2019,Aberdeen,"No. 0055, Wayland House, Shek Pai Wan Road, Aberdeen, Hong Kong",19,5,359,9800.0,@$27,Market,"(832498.3494, 812652.45968)"
171, ,26/09/2019,Wan Chai,"No. 0030, Sun Hung Kai Centre, Harbour Road, Wan Chai, Hong Kong",7,WF,14116,846960.0,@$60,Land Registry,"(836273, 815717)"
172, ,26/09/2019,Kwai Chung,"No. 58-66, Roxy Industrial Centre, Tai Lin Pai Road, Kwai Chung, New Territories",G,A,4622,120000.0,@$26,Market,"(831749, 824846)"
173, ,26/09/2019,Yuen Long,"No. 0016, Forda Industrial Building, Wang Chau Road, Yuen Long, New Territories",5,B,4243,38187.0,@$9,Market,"(821088, 834159)"
174, ,26/09/2019,Fo Tan,"No. 0034-0036, Veristrong Industrial Centre Block A, Au Pui Wan Street, Fo Tan, New Territories",7,8,1332,14652.0,@$11,Market,"(837960, 828930)"
175, ,26/09/2019,Kwun Tong,"No. 0060, Camelpaint Building Block 3, Hoi Yuen Road, Kwun Tong, Kowloon",2,P(01A),310,10000.0,@$32,Market,"(841228.8641, 819081.1207)"
176, ,26/09/2019,Kwun Tong,"No. 9, 9 Chong Yip Street, Chong Yip Street, Kwun Tong, Kowloon",21,W/F,6580,151340.0,@$23,Market,"(841648.6776, 819206.9961)"
177, ,26/09/2019,Kwun Tong,"No. 0116/0118, Manning Industrial Building, How Ming Street, Kwun Tong, Kowloon",8,A(06),277,8500.0,@$31,Market,"(841160, 819123)"
178, ,26/09/2019,Tsuen Wan,"No. 38-40, Tsuen Tung Factory Building, Chai Wan Kok Street, Tsuen Wan, New Territories",8,B,1595,15000.0,@$9,Market,"(829062, 826001)"
179, ,26/09/2019,Mong Kok,"No. 0688, Argyle Centre Phase I, Nathan Road, Mong Kok, Kowloon",11,17,1007,49343.0,@$49,Market,"(835515, 820121)"
180, ,12/04/2019,Tsuen Wan,"No. 11, One Midtown, Hoi Shing Road, Tsuen Wan, New Territories",19,11,1029,19551.0,@$19,Market,"(824155, 825435)"
181, ,12/04/2019,Tsuen Wan,"No. 9, Cable TV Tower, Hoi Shing Road, Tsuen Wan, New Territories",39,11,2883,54777.0,@$19,Market,"(829086, 825970)"
182, ,12/04/2019,Kowloon Bay,"No. 0009, Sino Industrial Plaza, Kai Cheung Road, Kowloon Bay, Kowloon",G,7,6256,240000.0,@$38,Market,"(839191, 820732)"
183, ,12/04/2019,Kwun Tong,"No. 0396, Everest Industrial Centre, Kwun Tong Road, Kwun Tong, Kowloon",G,N02,178,18000.0,@$101,Market,"(840963.11521309, 819401.96354075)"
184, ,12/04/2019,Kwai Chung,"No. 0002-0012, Hope Well Logistics Centre, Wing Kei Road, Kwai Chung, New Territories",4,W/F,17000,204000.0,@$12,Market,"(830465.83866, 824799.99192)"
185, ,11/04/2019,Tai Po,"Shop 215B on , Plover Cove Garden, No.0003 Plover Cove Road, Tai Po, New Territories",-,-,350,30000.0,@$86,Market,"(835363, 834461)"
186, ,11/04/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",3,21,346,12500.0,@$36,Market,"(821817.782, 834063.328)"
187, ,11/04/2019,Central,"No. 0001, 1 Lyndhurst Tower, Lyndhurst Terrace, Central, Hong Kong",19,4,1341,67050.0,@$50,Market,"(833956.32005, 815956.86688)"
188, ,11/04/2019,Central,"No. 0010, Wo On Building, Wo On Lane, Central, Hong Kong",6,C,720,27000.0,@$38,Market,"(834037, 815865)"
189, ,11/04/2019,Kowloon Bay,"No. 0019, Nan Fung Commercial Centre, Lam Lok Street, Kowloon Bay, Kowloon",6,15,1205,25000.0,@$21,Market,"(839446, 820424)"
190, ,11/04/2019,Shek Mun,"No. 0011, Corporation Park, On Lai Street, Shek Mun, New Territories",10,"19,20,21",2711,43376.0,@$16,Market,"(839415, 827822)"
191, ,11/04/2019,Kwun Tong,"No. 0146, Mai Gar Industrial Building, Wai Yip Street, Kwun Tong, Kowloon",5,E(09),550,6900.0,@$13,Market,"(840647, 819175)"
192, ,11/04/2019,Kwun Tong,"No. 0151, Kwong Sang Hong Centre, Hoi Bun Road, Kwun Tong, Kowloon",3,2,1224,20808.0,@$17,Market,"(840554, 819229)"
193, ,11/04/2019,Kwun Tong,"No. 0088, Ray Centre, Hung To Road, Kwun Tong, Kowloon",2,B,2900,34000.0,@$12,Market,"(841182, 818756)"
194, ,11/04/2019,Kwun Tong,"No. 0436-0446, Kwun Tong Industrial Centre Block 4, Kwun Tong Road, Kwun Tong, Kowloon",13,Q,2500,33000.0,@$13,Market,"(841478, 819101)"
195, ,11/04/2019,Wan Chai,"Shop C on G/F, , No.0254-0260 Lockhart Road, Wan Chai, Hong Kong",-,-,700,150000.0,@$214,Market,"(836454.73558, 815583.85334)"
196, ,11/04/2019,Kwai Fong,"No. 0223, Metroplaza II, Hing Fong Road, Kwai Fong, New Territories",22,01B,1587,40000.0,@$25,Market,"(831069, 824254)"
197, ,11/04/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",3,22,346,12500.0,@$36,Market,"(821817.782, 834063.328)"
198, ,11/04/2019,Tsim Sha Tsui Central,"No. 0048, China Insurance Building, Cameron Road, Tsim Sha Tsui Central, Kowloon",12,E,713,21390.0,@$30,Market,"(836077, 817805)"
199, ,11/04/2019,Wan Chai,"No. 0333, China Online Centre, Lockhart Road, Wan Chai, Hong Kong",29,3,1510,52850.0,@$35,Market,"(836425, 815596)"
200, ,30/04/2019,Central,"No. 0100, 100 Queen's Road Central, Queen's Road Central, Central, Hong Kong",1,WF,8215,739350.0,@$90,Market,"(834304.51828, 815714.978630001)"
201, ,30/04/2019,Sheung Wan,"No. 0156, General Commercial Building, Des Voeux Road Central, Sheung Wan, Hong Kong",10,4,740,23000.0,@$31,Market,"(833921, 816303)"
202, ,30/04/2019,Tsuen Wan,"No. 0001, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",7,6,611,13809.0,@$23,Land Registry,"(829829.879, 826178.898)"
203, ,30/04/2019,Kwun Tong,"No. 0020, East Sun Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",6,B(01),200,4300.0,@$22,Market,"(841382, 818970)"
204, ,30/04/2019,Tsuen Wan,"No. 1, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",12,6,611,12220.0,@$20,Land Registry,"(829829.879, 826178.898)"
206, ,30/04/2019,Fo Tan,"No. 0057-0059, Leader Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",12,10,779,11200.0,@$14,Market,"(837902, 828875)"
209, ,30/04/2019,Tuen Mun,"No. 2, Win Sun Factory Building, San Hop Lane, Tuen Mun, New Territories",11,B,4380,45000.0,@$10,Market,"(815136.07243, 828229.42544)"
210, ,30/04/2019,Sham Shui Po,"Shop  on G/F, , No.0361 Castle Peak Rd, Sham Shui Po, Kowloon",-,-,2200,68000.0,@$31,Market,"(834140, 822136)"
211, ,30/04/2019,Yuen Long,"Shop A on G/F, , No.0008 Chun Yin Square, Yuen Long, New Territories",-,-,700,28000.0,@$40,Market,"(820490.45162, 834113.53238)"
212, ,30/04/2019,Shatin,"Shop 208 on 2/F, Kings Wing Plaza II, No.0001 On Kwan Street, Shatin, New Territories",-,-,1245,45000.0,@$36,Market,"(839561.7, 827781.1)"
213, ,30/04/2019,Sheung Wan,"No. 0308, Fwd Financial Centre, Des Voeux Road Central, Sheung Wan, Hong Kong",13,05-07,4436,248416.0,@$56,Land Registry,"(833568, 816428)"
214, ,30/04/2019,Jordan,"No. 0208, Fourseas Building, Nathan Road, Jordan, Kowloon",10,4,960,28800.0,@$30,Market,"(835765, 818320)"
215, ,30/04/2019,Tsim Sha Tsui Central,"No. 0038-0040, Golden Dragon Centre, Cameron Road, Tsim Sha Tsui Central, Kowloon",12,4,733,23456.0,@$32,Market,"(836041, 817785)"
216, ,30/04/2019,North Point,"No. 0108, 108 Java Road, Java Road, North Point, Hong Kong",9,2,738,18450.0,@$25,Market,"(838638, 817017)"
217, ,30/04/2019,North Point,"No. 0108, 108 Java Road, Java Road, North Point, Hong Kong",10,1,731,18275.0,@$25,Market,"(838638, 817017)"
218, ,30/04/2019,Mong Kok,"No. 0002, Ho King Commercial Centre, Fa Yuen Street, Mong Kok, Kowloon",28,18,161,7000.0,@$43,Market,"(835760, 819666)"
219, ,30/04/2019,Mong Kok,"No. 0009, Prosper Commercial Building, Yin Chong Street, Mong Kok, Kowloon",20,6,315,9500.0,@$30,Market,"(835780, 819732)"
220, ,22/06/2019,San Po Kong,"No. 3, Max Grand Plaza, Tai Yau Street, San Po Kong, Kowloon",18,C,1197,38304.0,@$32,Market,"(838466.73255, 822039.75808)"
221, ,22/06/2019,San Po Kong,"No. 3, Max Grand Plaza, Tai Yau Street, San Po Kong, Kowloon",28,A,2627,84064.0,@$32,Market,"(838466.73255, 822039.75808)"
222, ,22/06/2019,San Po Kong,"No. 3, Max Grand Plaza, Tai Yau Street, San Po Kong, Kowloon",28,F,2347,76278.0,@$33,Market,"(838466.73255, 822039.75808)"
223, ,22/06/2019,Kwun Tong,"No. 0055, Hoi Luen Industrial Centre Block A, Hoi Yuen Road, Kwun Tong, Kowloon",12,6,773,15000.0,@$19,Market,"(841111, 819091)"
224, ,22/06/2019,Tin Shui Wai,"Shop 1013 on , One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,1626,102845.0,@$63,Land Registry,"(818376.2, 836149)"
225, ,22/06/2019,Kwai Fong,"Shop G05 on G/F, , Lung Tang Building, No.0041-0043 Shing Fong Street, Kwai Fong, New Territories",-,-,1980,350000.0,@$177,Market,"(831138, 824428)"
226, ,22/06/2019,Kowloon City,"Shop 5 on G/F, , No.0014 Lung Kong Road, Kowloon City, Kowloon",-,-,200,10000.0,@$50,Market,"(837664.5, 821187.875)"
227, ,22/06/2019,Kwai Fong,"Shop G07 on G/F, , Lung Tang Building, No.0041-0043 Shing Fong Street, Kwai Fong, New Territories",-,-,337,75000.0,@$223,Market,"(831138, 824428)"
228, ,22/06/2019,Sham Shui Po,"Shop B on G/F, , Green Court, No.0498 Un Chau Street, Sham Shui Po, Kowloon",-,-,550,28000.0,@$51,Market,"(834988.875, 821373.375)"
229, ,22/06/2019,Tin Shui Wai,"Shop 2060 on , One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,1187,59350.0,@$50,Market,"(818376.2, 836149)"
230, ,21/06/2019,Yuen Long,"Shop 081 on , Manhattan Plaza, No.0023 Sai Ching Street, Yuen Long, New Territories",-,-,122,8679.0,@$71,Market,"(820985, 833550)"
231, ,21/06/2019,Yuen Long,"Shop D on G/F, & COCKLOFT, On Wing Building, No.0005-0009 Yuen Long On Ning Road, Yuen Long, New Territories",-,-,650,73000.0,@$112,Market,"(821068, 834064)"
232, ,21/06/2019,Tsim Sha Tsui,"Unit  on 16/F, No.0008 Observatory Road, Tsim Sha Tsui, Kowloon",-,-,9634,219000.0,@$23,Market,"(836025.98641, 818068.13074)"
233, ,21/06/2019,Sheung Wan,"Shop  on G/F, , No.0049 Bonham Strand, Sheung Wan, Hong Kong",-,-,950,128000.0,@$135,Market,"(833395.35, 816382.738159999)"
234, ,21/06/2019,Wan Chai,"Shop G47 on G/F, , No.0151-0163 Wan Chai Road, Wan Chai, Hong Kong",-,-,465,50000.0,@$108,Market,"(836340.8778, 815385.23247)"
235, ,21/06/2019,Kowloon Bay,"No. 0017, Goldin Financial Global Centre, Kai Cheung Road, Kowloon Bay, Kowloon",23,WF,35000,1230000.0,@$35,Market,"(839332, 820745)"
236, ,21/06/2019,Kowloon Bay,"No. 0008, Mega Cube, Wang Kwong Road, Kowloon Bay, Kowloon",7,3,820,15000.0,@$18,Market,"(839239, 820592)"
237, ,21/06/2019,Kwai Chung,"No. 0036-0040, Kwai Shing Industrial Building Phase 1, Tai Lin Pai Road, Kwai Chung, New Territories",14,D(01),140,4600.0,@$33,Market,"(831813, 825023)"
238, ,21/06/2019,Fo Tan,"No. 0031-0041, Wah Lok Industrial Centre Block A, Shan Mei Street, Fo Tan, New Territories",6,19(B),460,5500.0,@$12,Market,"(837763, 828767)"
239, ,21/06/2019,Fo Tan,"No. 0022-0028, Shatin Industrial Building, Wo Shui Street, Fo Tan, New Territories",4,A(02),510,7500.0,@$15,Market,"(838124, 828749)"
240, ,30/01/2019,Kwun Tong,"No. 0055, Hoi Luen Industrial Centre Block B, Hoi Yuen Road, Kwun Tong, Kowloon",14,01(E),224,6300.0,@$28,Market,"(841111.51053745, 819087.70583657)"
241, ,30/01/2019,Fo Tan,"No. 0002-0012, Valiant Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",LG,A(62),150,2700.0,@$18,Market,"(838227, 828685)"
242, ,30/01/2019,Fo Tan,"No. 0002-0012, Valiant Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",LG,A(66),162,2916.0,@$18,Market,"(838227, 828685)"
243, ,30/01/2019,Fo Tan,"No. 0015-0021, Wah Luen Industrial Centre Block A, Wong Chuk Yeung Street, Fo Tan, New Territories",17,2,1199,11000.0,@$9,Market,"(837557, 828751)"
244, ,30/01/2019,Kwun Tong,"No. 0048, Westley Square, Hoi Yuen Road, Kwun Tong, Kowloon",21,1,4646,82699.0,@$18,Market,"(841043, 818895)"
245, ,30/01/2019,To Kwa Wan,"Shop 5 on G/F, , No.0152 Pau Chung Street, To Kwa Wan, Kowloon",-,-,111,13300.0,@$120,Market,"(837596.40681, 820255.093490001)"
246, ,30/01/2019,Tsuen Wan,"Shop A031 on 1/F, Nan Fung Centre, No.0264-0298 Castle Peak Road, Tsuen Wan, New Territories",-,-,196,68000.0,@$347,Market,"(830050.1, 826050.4)"
247, ,30/01/2019,Tsim Sha Tsui East,"No. 0009, New East Ocean Centre, Science Museum Road, Tsim Sha Tsui East, Kowloon",7,01-02,3179,120802.0,@$38,Market,"(836511, 818084)"
248, ,30/01/2019,Wan Chai,"No. 0018, Jubilee Centre, Fenwick Street, Wan Chai, Hong Kong",17,1,1097,48268.0,@$44,Market,"(835617, 815551)"
249, ,30/01/2019,Central,"No. 0039, Emperor Commercial Centre, Des Voeux Road Central, Central, Hong Kong",11,WF,2350,126900.0,@$54,Market,"(834220, 816036)"
250, ,30/01/2019,Fo Tan,"No. 0002-0012, Valiant Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",LG,A(60),150,2700.0,@$18,Market,"(838227, 828685)"
251, ,30/01/2019,Kowloon Bay,"No. 0021, Metro Centre II, Lam Hing Street, Kowloon Bay, Kowloon",16,5,710,15000.0,@$21,Market,"(839766, 820674)"
252, ,30/01/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",2,252,238,13500.0,@$57,Market,"(839502.7, 827757.8)"
253, ,30/01/2019,Fo Tan,"No. 0019-0025, Universal Industrial Centre, Shan Mei Street, Fo Tan, New Territories",4,G-H(02),238,4000.0,@$17,Market,"(837920, 828657)"
254, ,30/01/2019,Admiralty,"No. 0016, Far East Finance Centre, Harcourt Road, Admiralty, Hong Kong",39,05&07,3423,308070.0,@$90,Market,"(834949.3, 815678)"
255, ,30/01/2019,Central,"No. 0001, 1 Lan Kwai Fong, Lan Kwai Fong, Central, Hong Kong",15,WF,917,39000.0,@$43,Market,"(834075.04921, 815762.52877)"
256, ,30/01/2019,Admiralty,"No. 0089, Lippo Centre, Tower 2, Queensway, Admiralty, Hong Kong",11,6,1137,60261.0,@$53,Market,"(838611, 817108)"
257, ,30/01/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",7,23,358,14001.0,@$39,Market,"(821817.782, 834063.328)"
258, ,30/01/2019,Kwun Tong,"No. 0062, Capital Trade Centre, Tsun Yip Street, Kwun Tong, Kowloon",3,"A,B",2557,43469.0,@$17,Market,"(841051, 819166)"
259, ,30/01/2019,Fo Tan,"No. 0002-0012, Valiant Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",LG,A(01),953,17154.0,@$18,Market,"(838227, 828685)"
260, ,22/07/2019,San Po Kong,"No. 0034, New Tech Plaza, Tai Yau Street, San Po Kong, Kowloon",8,20,1385,22000.0,@$16,Market,"(838360, 821952)"
261, ,20/07/2019,Sham Shui Po,"Shop 32 on G/F, , No.0032-0038 Fuk Wa Street, Sham Shui Po, Kowloon",-,-,2000,26800.0,@$13,Market,"(834814.03125, 821353.21875)"
262, ,20/07/2019,Yuen Long,"Shop 18-20 on G/F, , Orion Court, No.0015-0023 Mau Tan Street, Yuen Long, New Territories",-,-,900,102000.0,@$113,Market,"(821079.22781, 833743.761530001)"
263, ,20/07/2019,Central,"No. 0010-0012, Malahon Centre, Stanley Street, Central, Hong Kong",21,WF,1526,68670.0,@$45,Market,"(834109, 815885)"
264, ,20/07/2019,Kowloon City,"Shop  on G/F, , LUXE METRO, No.0050 Junction Road, Kowloon City, Kowloon",-,-,3116,128000.0,@$41,Market,"(837340.39062, 821960.46109)"
265, ,20/07/2019,Yuen Long,"Shop 003 on G/F, , Chun Chu House, No.0001-0015 Castle Peak Road, Yuen Long, New Territories",-,-,700,65000.0,@$93,Market,"(821334, 833927)"
266, ,20/07/2019,Hung Hom,"No. 0037, Hunghom Commercial Centre Tower B, Ma Tau Wai Road, Hung Hom, Kowloon",8,7,1208,25368.0,@$21,Market,"(837409, 818975)"
267, ,20/07/2019,Kwun Tong,"No. 0055, Hoi Luen Industrial Centre Block A, Hoi Yuen Road, Kwun Tong, Kowloon",14,21,889,15800.0,@$18,Market,"(841111, 819091)"
268, ,20/07/2019,Kwun Tong,"No. 43-45, Core45, Tsun Yip Street, Kwun Tong, Kowloon",9,12,732,15000.0,@$20,Market,"(840774.5625, 818982.21875)"
269, ,20/07/2019,North Point,"Shop 第1-3座  6A on G/F, blocks 1-3, City Garden, No.0233 Electric Road, North Point, Hong Kong",-,-,554,65000.0,@$117,Market,"(837959.047, 816871.428)"
270, ,20/07/2019,Wan Chai,"No. 0397, Eastern Commercial Centre, Hennessy Road, Wan Chai, Hong Kong",7,A-E,3939,105000.0,@$27,Land Registry,"(836623, 815592)"
271, ,20/07/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",67,3,2856,299880.0,@$105,Land Registry,"(833980.7, 816199)"
272, ,20/07/2019,Kwai Chung,"No. 0301-0305, iPLACE, Castle Peak Road, Kwai Chung, New Territories",1,18,641,11500.0,@$18,Market,"(831257.614, 824237.62)"
273, ,20/07/2019,San Po Kong,"No. 0027/0029, Wing Chai Industrial Building, Ng Fong Street, San Po Kong, Kowloon",8,C,3800,25000.0,@$7,Market,"(838713, 822100)"
274, ,19/07/2019,Yau Ma Tei,"Shop D2A on G/F, , Kam Wah Building (YMT), No.0831A-0831L Canton Road, Yau Ma Tei, Kowloon",-,-,376,25000.0,@$66,Market,"(835370, 819366)"
275, ,19/07/2019,Cheung Sha Wan,"No. 0650, China Shipbuilding Tower, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",12,07-09,3019,84532.0,@$28,Market,"(833353.25, 822044.59375)"
276, ,19/07/2019,Shatin,"No. 0001, Kings Wing Plaza 2, On Kwan Street, Shatin, New Territories",9,F,694,20820.0,@$30,Market,"(839554.773, 827754.55)"
277, ,19/07/2019,Mong Kok,"No. 0736, Central Commercial Tower, Nathan Road, Mong Kok, Kowloon",22,2,866,24000.0,@$28,Market,"(835470, 820281)"
278, ,19/07/2019,Kwun Tong,"No. 0021, Infotech Centre, Hung To Road, Kwun Tong, Kowloon",12,A,2370,45030.0,@$19,Market,"(840679, 819374)"
279, ,19/07/2019,Kwun Tong,"No. 0026, Westin Centre, Hung To Road, Kwun Tong, Kowloon",8,01-03,4351,73967.0,@$17,Market,"(840646, 819337)"
280, ,02/05/2019,Tsim Sha Tsui,"Shop  on LG/F, No.0040 Carnarvon Road, Tsim Sha Tsui, Kowloon",-,-,2000,350000.0,@$175,Market,"(835892.01276, 817937.961209999)"
281, ,02/05/2019,Kowloon City,"Shop D1 on G/F, , No.0029A-0029B Nga Tsin Wai Road, Kowloon City, Kowloon",-,-,100,35000.0,@$350,Market,"(836906.84375, 821185.181399999)"
282, ,02/05/2019,Kowloon Bay,"No. 0039, Skyline Tower (Kowloon Bay), Wang Kwong Road, Kowloon Bay, Kowloon",33,"03BC,05&06A",5169,118887.0,@$23,Market,"(839246.40625, 820893.03125)"
283, ,02/05/2019,Central,"No. 0099, Waga Commercial Centre, Wellington Street, Central, Hong Kong",8,1,695,22000.0,@$32,Market,"(833910, 816106)"
284, ,20/04/2019,Tsim Sha Tsui Central,"No. 0087, Beverley Commercial Centre, Chatham Road South, Tsim Sha Tsui Central, Kowloon",18,13,312,8000.0,@$26,Market,"(836169, 818053)"
285, ,20/04/2019,Causeway Bay,"No. 0077, Leighton Centre, Leighton Road, Causeway Bay, Hong Kong",11,21,1181,55507.0,@$47,Market,"(836903, 815415)"
286, ,20/04/2019,Kowloon Bay,"No. 19, Kingston Financial Centre, Wang Chiu Road, Kowloon Bay, Kowloon",20,W/F,29724,951168.0,@$32,Market,"(839747.25622, 819797.74673)"
287, ,19/04/2019,Wong Chuk Hang,"No. 0002, One Island South, Heung Yip Road, Wong Chuk Hang, Hong Kong",10,17-18,2496,87360.0,@$35,Market,"(835950.79, 812408.307)"
288, ,19/04/2019,Kwai Chung,"No. 8-10, Wah Tat Industrial Centre B, Wah Sing Street, Kwai Chung, New Territories",11,10,1885,18000.0,@$10,Market,"(831991, 824903)"
